date,houseId,city,address,houseType,status,numberRooms,numberBathrooms1,numberBathrooms,numberKitchens1,numberKitchens,numberBalconies1,numberBalconies,loungeType,houseSpace,landArea,elevator1,elevator,carParking1,carParking,heating1,heating,price,priceType,priceUS
2020-10-03,251448,RB,- بير زيت,apartment,B,3,4,4,1,1,3,3,صالة كبيرة,160,,1,نعم,0,,0,,1500,شيكل,450
2020-10-03,251449,N,-  مدينة نابلس,apartment,B,2,1,1,1,1,0,,يوجد,,,0,,0,,0,,2000,دينار,2820
2020-10-03,251452,RB,-  مدينة البيرة,apartment,A,2,1,1,1,1,1,1,1,75,,1,نعم,1,نعم,0,,2000,شيكل,600
2020-10-03,251454,RB,-  مدينة رام الله,Roof,A,1,1,1,1,1,1,1,صغرة,60,60,1,نعم,1,نعم,1,نعم,500,شيكل,150
2020-10-03,251455,N,-  مدينة نابلس,apartment,A,2,1,1,1,1,0,,صالة كبيرة,,,0,,0,,0,,500,شيكل,150
2020-10-03,251456,N,- بيت وزن,apartment,A,4,2,2,1,1,1,1,نعم,160,,0,,0,,0,,3000,دينار,4230
2020-10-03,251457,N,- بيت وزن,apartment,B,3,2,2,1,1,1,1,نعم,150,,0,,0,,0,,3000,دينار,4230
2020-10-03,251458,H,-  مدينة الخليل,apartment,B,3,2,2,1,1,2,2,صاله كبيرة,150,,1,نعم,0,,0,,4000,دينار,5640
2020-10-06,251459,N,-  مدينة نابلس,apartment,A,1,1,1,1,1,0,0,لا,6,4000,1,نعم,1,نعم,1,نعم,1700,شيكل,510
2020-10-08,251463,RB,- بيتونيا,apartment,B,3,2,2,1,1,2,2,صالة كبيرة,170,700,1,نعم,1,نعم,0,,1450,شيكل,435
2020-10-03,251470,RB,-  مدينة رام الله,apartment,B,2,1,1,1,1,1,1,صالة كبيرة,110,550,0,,0,,0,,1400,شيكل,420
2020-10-03,251472,RB,-  مدينة رام الله,apartment,B,2,2,2,1,1,1,1,صاله,120,0,1,نعم,0,,0,,1500,شيكل,450
2020-10-03,251478,RB,-  مدينة رام الله,apartment,B,3,2,2,1,1,2,2,يوجد,140,,1,نعم,1,نعم,0,,450,دولار,450
2020-10-03,251480,RB,-  مدينة رام الله,apartment,A,3,3,3,1,1,2,2,صالة مطلة,185,,1,نعم,1,نعم,0,,800,دولار,800
2020-10-03,251483,S,-  مدينة سلفيت,apartment,C,4,3,3,3,3,3,3,,216,,0,,0,,0,,2500,شيكل,750
2020-10-04,251484,RB,-  مدينة رام الله,apartment,B,2,2,2,1,1,0,0,نعم,100,,1,نعم,1,نعم,0,,1400,شيكل,420
2020-10-03,251485,H,-  مدينة الخليل,apartment,B,2,1,1,1,1,0,0,صاله كبيره,85,1000,0,,1,نعم,0,,750,شيكل,225
2020-10-03,251487,RB,-  مدينة رام الله,apartment,A,2,1,1,1,1,1,1,1,,,1,نعم,1,نعم,0,,550,دولار,550
2020-10-03,251488,RB,-  مدينة رام الله,apartment,A,1,1,1,1,1,0,,1,,,1,نعم,1,نعم,0,,450,دولار,450
2020-10-04,251492,RB,-  مدينة البيرة,apartment,B,3,2,2,1,1,1,1,نعم,100,,1,نعم,1,نعم,0,,1700,شيكل,510
2020-10-04,251494,JR,- كفر عقب,apartment,B,2,1,1,1,1,1,1,صالة مفتوحه مع المطبخ,85,,1,نعم,1,نعم,0,,1700,شيكل,510
2020-10-03,251497,RB,-  مدينة البيرة,apartment,B,3,2,2,0,,3,3,نعم,170,,1,نعم,1,نعم,1,نعم,800,دولار,800
2020-10-04,251499,RB,- بير زيت,apartment,C,3,3,3,1,1,0,0,نعم,170,10000,1,نعم,1,نعم,1,نعم,1800,شيكل,540
2020-10-08,251501,RB,-  مدينة رام الله,apartment,B,3,2,2,1,1,1,1,صالتين,165,0,1,نعم,1,نعم,0,,500,دولار,500
2021-01-04,251504,RB,-  مدينة رام الله,apartment,B,3,3,3,1,1,1,1,صاله كبيره وصالون,210,,1,نعم,1,نعم,0,,600,دولار,600
2020-10-03,251506,RB,-  مدينة البيرة,Roof,B,3,2,2,1,1,2,2,2,,,1,نعم,1,نعم,0,,600,دولار,600
2020-10-03,251507,H,-  مدينة الخليل,apartment,B,3,2,2,1,1,1,1,,110,,0,,1,نعم,0,,2500,دينار,3525
2020-10-03,251508,RB,- كفر عقب,apartment,B,3,2,2,1,1,2,2,2,170,,1,نعم,1,نعم,0,,2000,شيكل,600
2020-10-03,251509,RB,- بيتونيا,apartment,A,2,1,1,1,1,1,1,2,,,0,,0,,0,,500,دولار,500
2020-10-03,251510,JN,-  مدينة جنين,apartment,B,2,1,1,1,1,0,0,1,,,1,نعم,0,,0,,1200,شيكل,360
2020-10-03,251513,RB,- الطيرة,apartment,A,2,2,2,1,1,1,1,صالة,100,,1,نعم,1,نعم,0,,500,دولار,500
2020-10-03,251514,RB,-  مدينة رام الله,apartment,C,3,0,,0,,0,,,180,,1,نعم,1,نعم,1,نعم,1000,دولار,1000
2020-10-08,251515,RB,-  مدينة البيرة,apartment,A,3,2,2,1,1,1,1,1,130,,1,نعم,1,نعم,0,,2500,شيكل,750
2020-10-04,251519,RB,-  مدينة البيرة,apartment,B,2,-1,-1,1,1,-1,-1,صاله,,,0,,0,,0,,1100,شيكل,330
2020-10-03,251526,RB,-  مدينة رام الله,apartment,B,2,2,2,1,1,1,1,1,,,1,نعم,0,,0,,1500,شيكل,450
2020-10-03,251527,RB,-  مدينة رام الله,apartment,B,3,3,3,1,1,0,,2,,,1,نعم,1,نعم,0,,450,دولار,450
2020-10-04,251532,RB,- روابي,apartment,A,3,3,3,1,1,4,4,صالة كبيرة,180,,1,نعم,1,نعم,0,,700,دولار,700
2020-10-11,251534,RB,- الطيرة,apartment,A,3,2,2,1,1,1,1,2,160,,1,نعم,1,نعم,1,نعم,550,دولار,550
2020-10-03,251537,RB,-  مدينة البيرة,apartment,A,1,1,1,1,1,0,,صالة,,,0,,0,,0,,400,دولار,400
2020-10-03,251538,RB,-  مدينة البيرة,apartment,A,2,2,2,1,1,1,1,صالة,120,,1,نعم,1,نعم,0,,550,دولار,550
2020-10-06,251542,RB,-  مدينة رام الله,apartment,B,2,1,1,1,1,1,1,صالون,120,,0,,1,نعم,0,,1100,شيكل,330
2020-10-04,251545,JN,-  مدينة جنين,apartment,B,3,2,2,1,1,1,1,كبيرة جدا,185,,0,,1,نعم,0,,1600,شيكل,480
2020-10-04,251553,RB,-  مدينة البيرة,apartment,A,1,1,1,1,1,0,,صالة كبيرة,,,0,,0,,0,,300,شيكل,90
2020-10-04,251558,RB,- بيتونيا,apartment,B,3,2,2,1,1,3,3,يوجد صالة,160,,0,,0,,0,,1600,شيكل,480
2020-10-08,251559,RB,- بيتونيا,Roof,B,2,1,1,1,1,0,,,,,0,,0,,0,,1100,شيكل,330
2020-10-04,251561,RB,-  مدينة رام الله,apartment,B,2,1,1,1,1,1,1,صاله كبيره,150,,0,,1,نعم,0,,800,دولار,800
2020-10-04,251563,RB,- بيتونيا,apartment,B,3,2,2,1,1,0,0,صالة وصالون,,,1,نعم,1,نعم,1,نعم,1500,شيكل,450
2020-10-04,251565,RB,- الطيرة,apartment,B,3,2,2,1,1,2,2,صالة وصالون كبير,190,,1,نعم,1,نعم,0,,500,دولار,500
2020-10-04,251566,JN,-  مدينة جنين,apartment,B,5,3,3,1,1,0,,يوجد,150,,0,,0,,0,,1200,شيكل,360
2020-10-04,251567,RB,- بيتونيا,apartment,B,3,2,2,1,1,2,2,صالة كبيرة,165,,1,نعم,1,نعم,0,,1600,شيكل,480
2020-10-04,251568,RB,-  مدينة البيرة,apartment,A,3,3,3,1,1,2,2,نعم,165,,1,نعم,1,نعم,0,,900,دولار,900
2020-10-07,251571,RB,-  مدينة رام الله,apartment,B,2,0,,0,,0,,,,,1,نعم,1,نعم,0,,550,دولار,550
2021-01-07,251578,RB,-  مدينة رام الله,apartment,B,3,3,3,1,1,2,2,3,165,,1,نعم,1,نعم,1,نعم,750,دولار,750
2020-10-08,251579,RB,-  مدينة رام الله,apartment,D,3,2,2,1,1,2,2,ًصالة,180,1000,0,,0,,0,,200,دولار,200
2020-10-04,251580,RB,-  مدينة البيرة,apartment,B,3,3,3,1,1,3,3,نعم,170,,1,نعم,1,نعم,0,,750,دولار,750
2020-10-08,251581,RB,-  مدينة رام الله,apartment,A,3,3,3,1,1,2,2,2,150,1100,1,نعم,1,نعم,1,نعم,1200,دولار,1200
2020-10-04,251583,B,-  مدينة بيت لحم,apartment,A,2,1,1,0,,1,1,لا,50,,0,,0,,0,,1000,شيكل,300
2020-10-08,251584,B,-  مدينة بيت لحم,apartment,A,1,1,1,0,0,0,0,لا,25,,0,,0,,0,,700,شيكل,210
2020-10-04,251699,RB,-  مدينة رام الله,apartment,B,3,3,3,1,1,1,1,2,170,0,1,نعم,1,نعم,1,نعم,450,دولار,450
2020-10-06,251727,RB,-  مدينة رام الله,apartment,B,2,1,1,1,1,1,1,صالون,120,,0,,1,نعم,0,,1100,شيكل,330
2020-10-04,251795,RB,-  مدينة رام الله,apartment,B,3,3,3,1,1,1,1,2,160,85,1,نعم,1,نعم,1,نعم,800,دولار,800
2020-10-04,251935,RB,,,B,3,3,3,1,1,3,3,2,170,,0,,0,,0,,125000,دولار,125000
2020-10-04,251992,RB,,,B,3,3,3,1,1,1,1,2,170,,0,,0,,0,,125000,دولار,125000
2020-10-11,251993,H,- دورا,,E,3,0,0,0,0,0,0,,200,850,0,,0,,0,,220000,دينار,310200
2020-10-04,251994,RB,,,B,3,2,2,1,1,1,1,صالة,140,,0,,0,,0,,500,دولار,500
2020-10-04,251995,RB,- بيتونيا,,B,2,1,1,1,1,1,1,يوجد صاله,,,0,,0,,0,,450,شيكل,135
2020-10-11,251996,RB,,,B,3,2,2,0,0,1,1,صالة كبيرة,140,1000,0,,0,,0,,110000,دولار,110000
2020-10-11,251997,RB,,,B,3,3,3,1,1,1,1,صالة كبيرة,165,,0,,0,,0,,145000,دولار,145000
2020-10-04,251998,RB,,,A,3,3,3,1,1,2,2,2,,,0,,0,,0,,1000,دولار,1000
2020-10-11,252000,RB,-  مدينة رام الله,apartment,A,3,2,2,1,1,2,2,صالة كبيرة,160,1000,0,,0,,0,,700,دولار,700
2020-10-08,252004,RB,-  مدينة رام الله,apartment,B,3,2,2,1,1,1,1,1,160,0,1,نعم,1,نعم,0,,500,دولار,500
2020-10-08,252041,JR,- كفر عقب,,C,4,2,2,2,2,0,,نعم,200,200,0,,0,,0,,200000,دولار,200000
2020-10-04,252042,RB,,,E,5,3,3,2,2,3,3,نعم,266,,0,,0,,0,,115000,دولار,115000
2020-10-04,252043,JR,- كفر عقب,,B,3,3,3,2,2,4,4,,180,,0,,0,,0,,550000,شيكل,165000
2020-10-04,252044,RB,-  مدينة رام الله,,B,2,1,1,1,1,1,1,صالة,85,,0,,0,,0,,430,دولار,430
2020-10-14,252045,T,,,C,4,3,3,1,1,2,2,صالة كبيرة,127,0,0,,0,,0,,47000,دينار,66270
2020-10-05,252046,RB,-  مدينة البيرة,,B,4,2,2,1,1,1,1,صالون ضيافة + صالون معيشة مع سفرة,191,0,0,,0,,0,,140000,دولار,140000
2020-10-04,252047,RB,,,B,2,2,2,1,1,2,2,صاله كبيره,125,1000,0,,0,,0,,500,دولار,500
2020-10-04,252049,RB,,,B,3,2,2,2,2,0,,صالة,125,,0,,0,,0,,600,دولار,600
2020-10-11,252051,RB,-  مدينة البيرة,apartment,B,2,2,2,1,1,2,2,صالة +صالون,140,0,1,نعم,1,نعم,0,,400,دولار,400
2020-10-06,252058,RB,-  مدينة رام الله,apartment,B,3,1,1,1,1,0,0,صالة متوسطة,50,50,0,,0,,0,,1000,شيكل,300
2020-10-08,252059,RB,-  مدينة رام الله,apartment,A,1,1,1,1,1,1,1,1,70,0,1,نعم,1,نعم,1,نعم,550,دولار,550
2020-10-05,252069,RB,- ضاحية الريحان,apartment,B,3,3,3,1,1,1,1,صاله كبيره,165,165,1,نعم,1,نعم,0,,550,دولار,550
2020-10-05,252072,RB,- بيتونيا,apartment,B,2,1,1,1,1,1,1,صالة وصالون,,,0,,0,,0,,1300,شيكل,390
2020-10-05,252073,RB,-  مدينة رام الله,apartment,A,1,1,1,1,1,1,1,1,60,,0,,0,,0,,500,دولار,500
2020-10-05,252074,RB,-  مدينة البيرة,apartment,B,3,2,2,1,1,2,2,يوجد صالة مع سفرة و صالون,150,0,1,نعم,1,نعم,0,,450,دولار,450
2020-10-05,252075,RB,-  مدينة رام الله,apartment,B,3,3,3,1,1,1,1,يوجد صالون وصاله,,,1,نعم,0,,0,,500,دولار,500
2020-10-05,252081,N,-  مدينة نابلس,apartment,B,2,1,1,1,1,0,0,نعم,80,,0,,0,,0,,1400,دينار,1974
2020-10-08,252087,RB,-  مدينة رام الله,apartment,B,3,2,2,1,1,1,1,صالة,150,,1,نعم,1,نعم,0,,450,دولار,450
2020-10-08,252090,RB,-  مدينة رام الله,apartment,B,2,1,1,1,1,1,1,صالون,140,,0,,1,نعم,0,,1300,دولار,1300
2020-10-05,252091,RB,-  مدينة البيرة,apartment,A,3,3,3,1,1,1,1,2,,,1,نعم,1,نعم,0,,750,دولار,750
2020-10-05,252092,RB,-  مدينة البيرة,apartment,A,3,3,3,1,1,2,2,يوجد صالة,150,,1,نعم,0,,1,نعم,1000,دولار,1000
2020-10-05,252093,RB,-  مدينة رام الله,apartment,A,1,1,1,1,1,0,,1,,,1,نعم,0,,0,,450,دولار,450
2020-10-05,252094,RB,-  مدينة رام الله,apartment,B,3,3,3,1,1,0,,2,170,,1,نعم,1,نعم,0,,400,دولار,400
2020-10-05,252097,RB,- الطيرة,apartment,B,3,3,3,1,1,1,1,صالة وصالون مرتبات,200,850,1,نعم,1,نعم,1,نعم,800,دولار,800
2020-10-05,252098,N,-  مدينة نابلس,apartment,C,3,2,2,1,1,2,2,عدد ٢,160,,1,نعم,1,نعم,0,,3200,دينار,4512
2020-10-05,252099,T,-  مدينة طولكرم,apartment,B,3,2,2,1,1,1,1,صالة وسط,120,500,1,نعم,1,نعم,0,,1200,شيكل,360
2020-10-05,252100,RB,-  مدينة رام الله,apartment,B,2,1,1,1,1,1,1,صاله,85,,1,نعم,1,نعم,0,,450,دولار,450
2020-10-05,252101,N,-  مدينة نابلس,apartment,C,5,2,2,1,1,2,2,,178,,1,نعم,1,نعم,1,نعم,3200,دينار,4512
2020-10-05,252102,RB,- بيتونيا,apartment,B,3,2,2,1,1,2,2,يوجد صاله,140,700,1,نعم,0,,0,,1500,شيكل,450
2020-10-05,252106,RB,-  مدينة رام الله,apartment,A,2,2,2,1,1,0,,صالة,100,,1,نعم,1,نعم,0,,500,دولار,500
2020-10-05,252108,RB,-  مدينة البيرة,apartment,B,3,3,3,1,1,1,1,1,180,0,1,نعم,1,نعم,1,نعم,600,دولار,600
2020-10-05,252109,RB,-  مدينة البيرة,apartment,B,2,2,2,1,1,1,1,1,155,0,1,نعم,1,نعم,1,نعم,600,دولار,600
2020-10-05,252110,RB,-  مدينة البيرة,apartment,B,3,2,2,1,1,1,1,1,160,0,1,نعم,1,نعم,0,,500,دولار,500
2020-10-11,252111,RB,-  مدينة البيرة,apartment,A,3,3,3,1,1,1,1,1,180,0,1,نعم,1,نعم,1,نعم,1000,دولار,1000
2020-10-05,252116,RB,- بيتونيا,apartment,B,3,2,2,1,1,1,1,صالة,165,,1,نعم,0,,0,,1200,شيكل,360
2020-10-06,252121,N,-  مدينة نابلس,Roof,A,3,1,1,1,1,100,100,لا يوجد,100,180,0,,0,,0,,3000,دينار,4230
2020-10-06,252122,N,-  مدينة نابلس,apartment,A,3,2,2,1,1,0,0,يوجد صالون كبير,120,400,0,,0,,0,,2250,شيكل,675
2020-10-06,252132,RB,-  مدينة رام الله,apartment,A,2,1,1,1,1,1,1,صالة كبيرة جدا,120,120,1,نعم,1,نعم,1,نعم,650,دولار,650
2020-10-06,252135,JN,- الجامعة الامريكية,apartment,A,2,1,1,1,1,1,1,1,70,1500,0,,1,نعم,0,,1200,شيكل,360
2020-10-06,252139,RB,-  مدينة البيرة,apartment,B,2,2,2,1,1,1,1,صاله كبيره,120,,1,نعم,1,نعم,0,,1200,شيكل,360
2020-10-06,252140,H,- حلحول,apartment,A,4,1,1,1,1,0,0,صالة كبيرة,120,,0,,0,,0,,1000,شيكل,300
2020-10-06,252141,RB,-  مدينة رام الله,apartment,A,3,0,,0,,0,,,,,1,نعم,1,نعم,1,نعم,800,دولار,800
2020-10-06,252147,T,-  مدينة طولكرم,apartment,B,3,1,1,1,1,2,2,صالة كبيرة,,,0,,0,,0,,2500,دينار,3525
2020-11-22,252150,RB,-  مدينة البيرة,apartment,B,3,2,2,1,1,1,1,صالون وصاله,140,,1,نعم,1,نعم,0,,450,دولار,450
2020-10-06,252152,RB,-  مدينة رام الله,apartment,B,3,1,1,1,1,0,,صالة,90,,0,,0,,0,,1300,شيكل,390
2020-10-06,252154,RB,-  مدينة البيرة,apartment,A,3,3,3,0,,1,1,,165,,1,نعم,1,نعم,0,,750,دولار,750
2020-10-08,252155,RB,- بيتونيا,apartment,A,4,2,2,1,1,2,2,يوجد صاله,140,700,1,نعم,0,,0,,500,شيكل,150
2020-10-06,252160,RB,-  مدينة رام الله,apartment,A,3,3,3,1,1,1,1,1,180,0,1,نعم,1,نعم,1,نعم,1000,دولار,1000
2020-10-06,252161,RB,-  مدينة رام الله,apartment,A,3,3,3,1,1,1,1,1,180,0,1,نعم,1,نعم,1,نعم,1150,دولار,1150
2020-10-06,252162,RB,-  مدينة رام الله,apartment,A,3,3,3,1,1,1,1,1,180,0,1,نعم,1,نعم,1,نعم,1000,دولار,1000
2020-10-06,252164,RB,-  مدينة البيرة,apartment,B,3,2,2,1,1,1,1,صالة,140,,1,نعم,1,نعم,0,,500,دولار,500
2020-10-07,252165,RB,-  مدينة البيرة,apartment,A,3,2,2,1,1,0,,صالة,125,,0,,0,,0,,600,دولار,600
2020-10-06,252179,RB,-  مدينة رام الله,apartment,A,1,1,1,1,1,0,,صالة,,,0,,0,,0,,500,دولار,500
2020-10-06,252180,RB,- بيتونيا,apartment,B,3,2,2,1,1,2,2,نعم يوجد,130,,1,نعم,1,نعم,0,,1200,شيكل,360
2020-10-07,252184,RB,-  مدينة رام الله,apartment,A,3,2,2,1,1,1,1,,190,100,1,نعم,1,نعم,0,,800,دولار,800
2020-10-11,252185,N,- بيت وزن,apartment,A,1,1,1,1,1,1,1,,3,800,1,نعم,1,نعم,1,نعم,1600,شيكل,480
2020-10-08,252188,RB,-  مدينة البيرة,apartment,B,3,2,2,1,1,2,2,صالة +صالون,150,0,1,نعم,0,,0,,450,دولار,450
2020-10-07,252190,N,-  مدينة نابلس,apartment,A,1,1,1,1,1,1,1,يوجد صالة كبيرة,90,0,1,نعم,1,نعم,0,,399,دينار,562.59
2020-10-07,252193,RB,- بيتونيا,apartment,A,1,1,1,1,1,1,1,1,58,600,0,,1,نعم,0,,700,شيكل,210
2020-10-07,252197,RB,- بيتونيا,apartment,A,1,1,1,1,1,0,0,لا,40,0,1,نعم,1,نعم,0,,1200,شيكل,360
2020-10-07,252205,RB,-  مدينة رام الله,apartment,A,1,1,1,1,1,0,0,,50,1000,1,نعم,1,نعم,0,,300,دولار,300
2020-10-07,252206,RB,-  مدينة رام الله,apartment,B,3,3,3,1,1,1,1,صالة و صالون,170,1000,1,نعم,0,,0,,500,دولار,500
2020-10-07,252207,RB,-  مدينة رام الله,apartment,A,3,3,3,1,1,2,2,صالة كبيرة,160,1000,0,,0,,0,,600,دولار,600
2020-10-07,252211,TB,-  مدينة طوباس,apartment,B,4,3,3,1,1,2,2,نعم يوجد صاله ٨×٤صاله م,165,1000,1,نعم,1,نعم,0,,1000,شيكل,300
2020-10-07,252213,RB,- ابو قش,apartment,B,3,2,2,1,1,2,2,صاله كبيرة,140,,1,نعم,1,نعم,0,,1100,شيكل,330
2020-10-07,252216,T,-  مدينة طولكرم,apartment,A,1,0,,0,,0,,ساحه سماويه,,,0,,1,نعم,0,,1300,شيكل,390
2020-10-07,252220,N,-  مدينة نابلس,apartment,B,2,1,1,1,1,1,1,يوجد مع ضيوف,120,999,1,نعم,1,نعم,0,,2700,دينار,3807
2020-10-07,252221,N,-  مدينة نابلس,apartment,A,2,2,2,1,1,1,1,نعم,150,10000,0,,1,نعم,1,نعم,2500,شيكل,750
2021-01-03,252223,RB,- سردا,apartment,B,2,1,1,1,1,1,1,صاله كبيره,120,,0,,1,نعم,0,,1200,شيكل,360
2020-10-07,252226,RB,-  مدينة رام الله,apartment,A,1,1,1,1,1,1,1,صاله,80,,0,,1,نعم,0,,500,دولار,500
2020-10-07,252227,RB,- بير زيت,apartment,B,3,4,4,1,1,4,4,2,180,,1,نعم,1,نعم,0,,500,دولار,500
2020-11-04,252229,RB,- الطيرة,Roof,A,1,1,1,1,1,2,2,1,50,120,1,نعم,1,نعم,1,نعم,500,دولار,500
2020-10-07,252230,RB,-  مدينة رام الله,apartment,B,3,3,3,1,1,2,2,2,200,250,1,نعم,1,نعم,1,نعم,650,دولار,650
2020-10-07,252232,RB,-  مدينة رام الله,apartment,A,2,1,1,1,1,0,,1,,,0,,0,,0,,250,شيكل,75
2020-10-11,252233,RB,-  مدينة رام الله,apartment,B,3,3,3,1,1,1,1,1,200,0,1,نعم,1,نعم,1,نعم,750,دولار,750
2020-10-12,252236,RB,-  مدينة رام الله,apartment,D,4,2,2,1,1,2,2,صالة,180,1000,0,,0,,0,,200,دولار,200
2020-10-07,252242,H,-  مدينة الخليل,apartment,B,3,2,2,1,1,1,1,1صاله,,0,0,,0,,0,,3500,دينار,4935
2020-10-07,252243,RB,-  مدينة رام الله,apartment,B,3,2,2,1,1,1,1,2,165,0,1,نعم,1,نعم,1,نعم,650,دولار,650
2020-10-07,252244,RB,-  مدينة رام الله,apartment,A,3,3,3,1,1,2,2,2,,,1,نعم,1,نعم,0,,750,دولار,750
2020-10-07,252245,RB,-  مدينة البيرة,apartment,B,2,1,1,1,1,0,,1,,,0,,0,,0,,1300,شيكل,390
2020-10-07,252247,B,- الدوحة,apartment,A,2,2,2,1,1,2,2,صالة كبيرة,100,,0,,0,,0,,1500,شيكل,450
2020-10-07,252250,RB,- ابو قش,apartment,C,3,3,3,1,1,2,2,يوجد,150,0,1,نعم,1,نعم,1,نعم,500,دولار,500
2020-10-07,252252,RB,-  مدينة رام الله,apartment,B,3,3,3,1,1,1,1,1,175,0,1,نعم,1,نعم,1,نعم,600,دولار,600
2020-10-07,252254,RB,-  مدينة رام الله,apartment,B,2,2,2,1,1,1,1,1,150,0,1,نعم,1,نعم,1,نعم,600,دولار,600
2020-10-07,252255,RB,-  مدينة رام الله,apartment,B,3,2,2,1,1,1,1,1,150,0,1,نعم,1,نعم,0,,500,دولار,500
2020-10-07,252256,H,-  مدينة الخليل,apartment,C,3,2,2,1,1,1,1,صالة,145,,1,نعم,1,نعم,0,,3000,دينار,4230
2020-10-07,252258,RB,-  مدينة رام الله,apartment,B,3,3,3,1,1,2,2,صالة,180,,1,نعم,1,نعم,0,,550,دولار,550
2020-10-24,252259,RB,- ابو قش,apartment,B,3,2,2,1,1,2,2,نعم,130,,1,نعم,1,نعم,0,,500,دولار,500
2020-10-11,252261,RB,-  مدينة البيرة,apartment,B,3,2,2,1,1,1,1,صالة,150,,1,نعم,1,نعم,0,,450,دولار,450
2020-10-07,252265,RB,-  مدينة البيرة,apartment,B,3,2,2,1,1,1,1,صالة,150,,1,نعم,1,نعم,0,,450,دولار,450
2020-10-08,252268,RB,-  مدينة رام الله,apartment,A,3,2,2,1,1,0,,,,,1,نعم,1,نعم,0,,600,دولار,600
2020-10-08,252269,RB,-  مدينة البيرة,apartment,B,2,1,1,1,1,1,1,يوجد,130,,0,,0,,0,,1300,شيكل,390
2020-12-27,252271,RB,- بير زيت,apartment,A,1,1,1,1,1,1,1,1,50,,0,,1,نعم,1,نعم,1300,شيكل,390
2020-10-08,252276,RB,-  مدينة رام الله,apartment,A,2,2,2,1,1,1,1,نعم صاله كبيره وصالون,150,,1,نعم,1,نعم,0,,3000,شيكل,900
2020-10-08,252278,RB,-  مدينة رام الله,apartment,A,3,2,2,1,1,0,0,يوجد,120,,0,,0,,0,,750,شيكل,225
2020-10-08,252279,RB,-  مدينة رام الله,apartment,A,3,3,3,1,1,0,,,,,1,نعم,1,نعم,1,نعم,650,دولار,650
2020-10-08,252280,RB,- بيتونيا,apartment,B,3,2,2,1,1,2,2,,,,0,,0,,0,,1400,شيكل,420
2020-10-11,252281,RB,-  مدينة رام الله,apartment,A,1,1,1,1,1,0,,,45,,0,,0,,0,,300,دولار,300
2020-10-10,252290,T,-  مدينة طولكرم,apartment,B,4,2,2,1,1,2,2,كبيرة,145,522,0,,0,,0,,3000,دينار,4230
2020-10-17,252291,RB,-  مدينة رام الله,apartment,B,3,2,2,1,1,1,1,صالتين,150,0,1,نعم,1,نعم,0,,450,دولار,450
2020-10-08,252292,RB,-  مدينة رام الله,apartment,A,3,2,2,1,1,1,1,2,,,1,نعم,1,نعم,0,,600,دولار,600
2020-10-08,252293,RB,-  مدينة البيرة,apartment,A,3,2,2,1,1,1,1,2,,,1,نعم,1,نعم,0,,600,دولار,600
2020-10-08,252295,RB,-  مدينة رام الله,apartment,B,3,3,3,1,1,0,,2,170,,1,نعم,0,,0,,450,دولار,450
2020-10-10,252296,RB,- بيتونيا,apartment,B,3,3,3,1,1,2,2,صالة مع صالون كبير,160,,1,نعم,1,نعم,0,,1150,شيكل,345
2020-10-12,252299,RB,-  مدينة رام الله,apartment,A,3,0,,0,,0,,,,,1,نعم,1,نعم,1,نعم,800,دولار,800
2020-10-08,252306,RB,-  مدينة رام الله,apartment,B,3,3,3,1,1,3,3,صاله  صالون,200,,0,,1,نعم,0,,1300,شيكل,390
2020-10-08,252308,RB,-  مدينة البيرة,apartment,A,3,3,3,1,1,2,2,صالتان,160,800,1,نعم,1,نعم,0,,500,دولار,500
2020-10-08,252309,RB,-  مدينة رام الله,apartment,B,3,3,3,1,1,1,1,1,160,0,1,نعم,1,نعم,0,,600,دولار,600
2020-10-08,252310,RB,-  مدينة رام الله,apartment,A,3,3,3,1,1,1,1,1,180,0,1,نعم,1,نعم,1,نعم,1000,دولار,1000
2020-10-17,252311,RB,-  مدينة رام الله,apartment,A,2,3,3,1,1,1,1,1,180,0,1,نعم,1,نعم,1,نعم,1000,دولار,1000
2020-10-08,252312,RB,-  مدينة البيرة,apartment,B,3,2,2,1,1,1,1,صالة,140,,1,نعم,1,نعم,0,,500,دولار,500
2020-10-10,252313,RB,-  مدينة رام الله,apartment,B,3,2,2,1,1,2,2,صالتين وسفره,180,,1,نعم,1,نعم,0,,650,دولار,650
2020-10-08,252314,RB,-  مدينة رام الله,apartment,B,2,1,1,1,1,1,1,صالة,90,,0,,0,,0,,1300,شيكل,390
2020-10-10,252319,N,-  مدينة نابلس,apartment,A,1,0,,0,,0,,ستوديو,,,0,,0,,0,,1000,شيكل,300
2020-10-11,252320,N,-  مدينة نابلس,apartment,A,2,1,1,1,1,0,0,لا يوجد,60,,0,,0,,0,,850,شيكل,255
2020-10-10,252321,H,-  مدينة الخليل,apartment,B,2,1,1,1,1,1,1,صاله كبيره,95,1200,0,,0,,0,,800,شيكل,240
2020-10-10,252324,H,- بيت امر,apartment,C,2,1,1,1,1,1,1,صالة كبيرة,90,90,0,,1,نعم,0,,800,شيكل,240
2020-10-11,252331,RB,- بيتونيا,apartment,B,2,2,2,1,1,1,1,نعم,,,1,نعم,1,نعم,0,,1000,شيكل,300
2020-10-10,252332,RB,-  مدينة البيرة,apartment,A,2,1,1,1,1,1,1,يوجد صاله وصالون,100,,0,,1,نعم,0,,13000,شيكل,3900
